distance_pair	len_sentence	pos_et1	pos_et2	num_ets_left	num_ets_inside	num_ets_right	presence_triggers_left	presence_triggers_inside	presence_triggers_right	num_triggers_left	num_triggers_inside	num_triggers_right	num_triggers_verbs_left	num_triggers_verbs_inside	num_triggers_verbs_right	num_triggers_nouns_left	num_triggers_nouns_insight	num_triggers_nouns_right	num_pos_triggers_left	num_pos_triggers_inside	num_pos_triggers_right	num_neg_triggers_left	num_neg_triggers_inside	num_neg_triggers_right	num_neg_left	num_neg_inside	num_neg_right	num_preps_left	num_preps_inside	num_preps_right	is_head_e1	is_head_e2	size_chunk_e1	size_chunk_e2	num_verbs_left	num_verbs_inside	num_verbs_right	num_nouns_left	num_nouns_inside	num_nouns_right	num_pos_triggers	num_neg_triggers	target	entity_pair	sentence
5	10	2	8	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	1	0	1	2	1	1	0	M-POS	(Senate, Poland)	US Senate report on CIA could help Poland's probe	
5	9	3	9	0	0	0	1	0	0	2	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	2	0	1	1	2	1	1	1	0	1	2	0	1	1	NEU	(EU, Italy)	Protests greet EU leaders at jobs meeting in Italy	
4	9	4	9	1	0	0	1	0	0	2	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	1	0	1	1	1	0	2	1	0	1	1	NEU	(leaders, Italy)	Protests greet EU leaders at jobs meeting in Italy	
7	9	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	1	1	0	2	0	0	2	0	0	0	NEU	(U.N., Syria)	U.N. gives up on counting death toll in Syria	
9	13	2	12	0	2	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	1	1	2	2	0	2	0	0	4	1	0	1	M-NEG	(Chinese, Taiwan)	Exiled Chinese dissident who led Tiananmen Square protests to stand as Taiwan MP	
10	13	2	13	0	3	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	2	0	0	2	0	0	5	0	0	1	NEU	(Chinese, MP)	Exiled Chinese dissident who led Tiananmen Square protests to stand as Taiwan MP	
8	13	3	12	0	2	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	2	0	2	0	0	3	1	0	1	M-NEG	(dissident, Taiwan)	Exiled Chinese dissident who led Tiananmen Square protests to stand as Taiwan MP	
9	13	3	13	0	3	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	4	0	0	1	NEU	(dissident, MP)	Exiled Chinese dissident who led Tiananmen Square protests to stand as Taiwan MP	
6	11	1	8	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	1	0	1	0	0	1	1	0	2	2	1	0	NEU	(Maliki, leader)	Maliki finally steps aside as Iraq Sunni leader sees U.S. help	
8	11	1	10	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	1	1	1	2	0	2	0	0	3	1	1	0	NEU	(Maliki, U.S.)	Maliki finally steps aside as Iraq Sunni leader sees U.S. help	
1	11	8	10	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	1	0	2	1	1	0	3	0	1	1	0	NEU	(leader, U.S.)	Maliki finally steps aside as Iraq Sunni leader sees U.S. help	
4	10	1	6	0	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	0	1	0	0	2	3	0	1	M-NEG	(Obama, NorthKorea)	Obama vows U.S. response to North Korea over Sony cyber attack	
2	10	3	6	1	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	2	1	1	0	0	1	1	3	0	1	M-NEG	(U.S., NorthKorea)	Obama vows U.S. response to North Korea over Sony cyber attack	
2	5	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	2	0	1	0	0	0	1	0	0	NEU	(Obama, Kenyan)	Obama dines with Kenyan family	
3	5	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	NEU	(Obama, family)	Obama dines with Kenyan family	
2	7	1	4	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	2	2	0	1	0	0	1	2	0	1	M-NEG	(Haitian, Dominican)	Haitian protesters decry Dominican treatment of countrymen	
1	7	2	4	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	2	0	1	0	0	0	2	0	1	M-NEG	(protesters, Dominican)	Haitian protesters decry Dominican treatment of countrymen	
12	15	1	14	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	1	2	0	1	0	0	4	1	0	0	NEU	(American, Swedish)	American ‘Jihad Jane’ sentenced to 10 years in plot to kill Swedish artist	
13	15	1	15	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	1	0	0	4	0	0	0	NEU	(American, artist)	American ‘Jihad Jane’ sentenced to 10 years in plot to kill Swedish artist	
9	14	3	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	1	2	0	1	0	0	2	1	0	0	NEU	(JihadJane, Swedish)	American ‘Jihad Jane’ sentenced to 10 years in plot to kill Swedish artist	
10	14	3	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	1	0	0	2	0	0	0	V-NEG	(JihadJane, artist)	American ‘Jihad Jane’ sentenced to 10 years in plot to kill Swedish artist	
2	11	3	6	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	2	1	1	2	1	0	0	1	1	1	0	1	0	V-POS	(UK, Afghanistan)	VIDEO: UK support for Afghanistan 'to go on'	
4	13	2	7	0	0	0	0	0	1	0	0	2	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	1	0	1	1	1	0	3	1	1	M-NEG	(Karzai, U.S.)	President Karzai, stand tall against U.S. pressure to sign the troop deal	
8	13	4	13	2	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	1	2	1	0	2	0	2	2	0	1	0	V-NEG	(Iraqi, ISIS)	Colin Powell: Iraqi Army will have to take back territory from ISIS	
7	13	5	13	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	2	0	2	1	0	1	0	M-NEG	(Army, ISIS)	Colin Powell: Iraqi Army will have to take back territory from ISIS	
1	13	4	6	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	2	0	0	2	1	0	3	0	1	V-NEG	(ISIS, Iraqi)	At war against ISIS, Iraqi Premier is facing battles closer to home	
2	13	4	7	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	2	1	0	2	0	1	V-NEG	(ISIS, Premier)	At war against ISIS, Iraqi Premier is facing battles closer to home	
3	12	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	3	0	1	0	0	1	4	0	0	M-NEG	(China, U.S.)	China raised issue of U.S. spy flights during military talks: Pentagon	
5	12	1	7	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	3	2	0	0	M-NEG	(China, flights)	China raised issue of U.S. spy flights during military talks: Pentagon	
3	8	1	5	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	2	0	2	0	0	0	2	1	0	M-POS	(Kate, Singapore)	Kate set to welcome Singapore president to Britain	
4	8	1	6	0	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	2	0	0	1	1	1	0	M-POS	(Kate, president)	Kate set to welcome Singapore president to Britain	
2	8	5	8	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	2	1	2	0	0	1	1	0	1	0	NEU	(Singapore, Britain)	Kate set to welcome Singapore president to Britain	
1	8	6	8	2	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	2	0	0	2	0	0	1	0	NEU	(president, Britain)	Kate set to welcome Singapore president to Britain	
2	8	1	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	0	0	1	0	0	1	0	0	NEU	(Dutchman, Mali)	Dutchman kidnapped in Mali arrives home in Netherlands	
3	8	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	1	0	1	0	1	0	0	0	0	NEU	(Mali, Netherlands)	Dutchman kidnapped in Mali arrives home in Netherlands	
2	10	7	10	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	2	1	1	0	0	2	1	0	0	1	NEU	(NATO, Kabul)	One dead as suicide blast targets NATO convoy in Kabul	
1	10	8	10	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	1	0	0	3	0	0	0	1	NEU	(convoy, Kabul)	One dead as suicide blast targets NATO convoy in Kabul	
5	7	1	7	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	1	1	2	1	0	0	0	0	3	0	0	1	NEU	(Russian, Ukraine)	Russian media protest at arrests in Ukraine	
4	7	2	7	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	2	0	0	1	NEU	(media, Ukraine)	Russian media protest at arrests in Ukraine	
2	16	2	5	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	2	0	0	1	1	1	5	1	0	M-POS	(U.S., Swiss)	Draft U.S. deal for Swiss banks in tax row seeks 'total cooperation': paper	
1	7	1	3	0	0	1	0	1	1	0	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	3	0	2	V-NEG	(Netanyahu, US)	Netanyahu slams US, EU settlement criticism	
3	7	1	5	0	1	0	0	1	1	0	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	3	0	1	0	0	1	2	0	2	V-NEG	(Netanyahu, EU)	Netanyahu slams US, EU settlement criticism	
1	7	3	5	1	0	0	1	0	1	1	0	1	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	3	1	0	0	1	0	2	0	2	M-POS	(US, EU)	Netanyahu slams US, EU settlement criticism	
0	10	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	1	0	0	4	0	0	V-NEG	(US, Israel)	US-Israel relations in 'crisis' after Moshe Ya'alon snubbed	
1	9	1	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	4	1	0	V-POS	(Australia, China)	Australia and China seal multi-billion dollar free trade deal	
1	9	1	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	2	0	0	2	1	0	V-POS	(Australia, China)	Australia and China set to sign free trade deal	
3	13	1	5	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	2	1	0	0	3	1	0	M-POS	(Australia, China)	Australia set to help China seize assets of corrupt Chinese officials: paper	
6	10	1	8	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	2	0	1	0	0	1	1	1	0	V-POS	(Qatar, Sisi)	Qatar gives 'full support' to Sisi's Egypt	
8	10	1	10	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	2	0	1	0	V-POS	(Qatar, Egypt)	Qatar gives 'full support' to Sisi's Egypt	
3	6	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	NEU	(WhiteHouse, Iraq)	Top White House official secretly visited Iraq	
2	7	4	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	NEU	(official, Iraq)	Top White House official secretly visited Iraq	
1	12	1	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	1	0	3	0	0	0	0	0	0	4	1	0	V-POS	(Mali, Mauritania)	Mali, Mauritania ink deal on fight against 'terrorist groups'	
11	16	1	13	0	2	2	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	2	0	2	0	0	4	2	1	0	NEU	(VladimirPutin, AdolfHitler)	Vladimir Putin says there was nothing wrong with Soviet Union's pact with Adolf Hitler's Nazi Germany	
15	17	1	17	0	4	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	2	0	0	7	0	1	0	NEU	(VladimirPutin, Germany)	Vladimir Putin says there was nothing wrong with Soviet Union's pact with Adolf Hitler's Nazi Germany	
2	8	1	4	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	2	2	0	1	1	0	1	2	0	1	M-NEG	(Iraq, IslamicState)	Iraq PM warns Islamic State militants threaten entire region	
3	9	2	6	1	2	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	M-NEG	(PM, militants)	Iraq PM warns Islamic State militants threaten entire region	
7	10	1	9	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	0	1	1	2	2	0	0	0	0	3	1	0	1	NEU	(U.S., Panamanian)	U.S. soldier charged with murder after death of Panamanian woman	
8	10	1	10	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	0	1	0	2	0	0	0	0	0	3	0	0	1	NEU	(U.S., woman)	U.S. soldier charged with murder after death of Panamanian woman	
6	10	2	9	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	0	0	1	0	2	0	0	0	1	2	1	0	1	M-NEG	(soldier, Panamanian)	U.S. soldier charged with murder after death of Panamanian woman	
7	10	2	10	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	2	0	0	1	M-NEG	(soldier, woman)	U.S. soldier charged with murder after death of Panamanian woman	
1	9	3	5	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0	2	1	0	NEU	(Italy, EU)	VIDEO: Italy needs EU help to patrol seas	
11	13	1	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	2	1	0	3	0	0	3	0	0	0	NEU	(Israeli, Berlin)	Israeli expats stir up trouble by urging others to join them in Berlin	
10	13	2	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	1	0	3	0	0	2	0	0	0	NEU	(expats, Berlin)	Israeli expats stir up trouble by urging others to join them in Berlin	
6	12	1	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	1	5	0	1	0	0	2	2	0	0	M-NEG	(Obama, France)	Obama annoyed by weak Ebola response from France, Italy and others	
8	12	1	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	1	0	0	3	1	0	0	M-NEG	(Obama, Italy)	Obama annoyed by weak Ebola response from France, Italy and others	
10	12	1	12	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	1	0	0	4	0	0	0	M-NEG	(Obama, others)	Obama annoyed by weak Ebola response from France, Italy and others	
1	12	8	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	5	0	1	0	0	3	0	1	0	0	NEU	(France, Italy)	Obama annoyed by weak Ebola response from France, Italy and others	
3	12	8	12	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	5	0	1	0	0	3	1	0	0	0	NEU	(France, others)	Obama annoyed by weak Ebola response from France, Italy and others	
1	12	10	12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	4	0	0	0	0	NEU	(Italy, others)	Obama annoyed by weak Ebola response from France, Italy and others	
1	21	4	6	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	3	0	0	0	1	2	0	7	0	0	M-POS	(Cameron, Obama)	Iraq crisis: Cameron and Obama pledge to stop potential 'genocide' as US and Britain drop aid to refugees	
10	21	4	15	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	3	1	0	1	0	2	3	4	0	0	NEU	(Cameron, US)	Iraq crisis: Cameron and Obama pledge to stop potential 'genocide' as US and Britain drop aid to refugees	
10	21	6	17	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	3	0	1	0	3	3	3	0	0	NEU	(Obama, Britain)	Iraq crisis: Cameron and Obama pledge to stop potential 'genocide' as US and Britain drop aid to refugees	
1	21	15	17	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	3	1	0	0	6	0	3	0	0	NEU	(US, Britain)	Iraq crisis: Cameron and Obama pledge to stop potential 'genocide' as US and Britain drop aid to refugees	
5	21	15	21	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	0	6	3	0	0	0	M-POS	(US, refugees)	Iraq crisis: Cameron and Obama pledge to stop potential 'genocide' as US and Britain drop aid to refugees	
3	21	17	21	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	3	1	1	0	0	7	2	0	0	0	M-POS	(Britain, refugees)	Iraq crisis: Cameron and Obama pledge to stop potential 'genocide' as US and Britain drop aid to refugees	
3	8	1	5	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	0	1	1	0	V-POS	(BarackObama, Cuba)	Barack Obama to announce major US-Cuba deal: live	
0	9	6	6	2	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	2	0	1	1	0	V-POS	(US, Cuba)	Barack Obama to announce major US-Cuba deal: live	
10	12	1	12	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	1	1	3	1	0	0	0	0	5	0	0	1	NEU	(US, Nigeria)	US Air Marshal in 'quarantine' after syringe attack in Nigeria	
8	11	2	11	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	1	0	0	0	1	3	0	0	1	NEU	(AirMarshal, Nigeria)	US Air Marshal in 'quarantine' after syringe attack in Nigeria	
3	10	1	5	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	2	0	2	1	0	0	3	0	1	V-NEG	(Italy, EU)	Italy says will oppose EU plans to scrap environment law	
4	10	1	6	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	2	1	0	1	2	0	1	V-NEG	(Italy, plans)	Italy says will oppose EU plans to scrap environment law	
4	11	5	10	0	0	0	1	0	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	1	0	1	1	2	2	1	1	0	1	1	1	0	2	NEU	(EU, Russian)	Despite growing anger, EU nations may balk at Russian sanctions	
3	11	6	10	1	0	0	1	0	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	2	1	1	0	2	0	1	0	2	NEU	(nations, Russian)	Despite growing anger, EU nations may balk at Russian sanctions	
0	14	8	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	1	0	1	5	0	2	0	0	M-NEG	(U.S., India)	Visa fraud case of Devyani Khobragade roils U.S.-India relations, sparks new legal dispute	
6	14	1	8	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	1	2	1	0	1	1	0	2	3	1	0	M-NEG	(India, Britain)	India's prime minister endorses call for Britain to pay reparations for colonial rule	
3	13	3	7	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	1	1	1	1	3	1	0	M-NEG	(primeminister, Britain)	India's prime minister endorses call for Britain to pay reparations for colonial rule	
7	13	3	11	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	1	1	1	0	0	M-POS	(US, forces)	Obama: US has stepped up military assistance to Kurdish forces in Iraq	
9	13	3	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	1	1	0	1	0	1	2	0	0	0	NEU	(US, Iraq)	Obama: US has stepped up military assistance to Kurdish forces in Iraq	
1	13	11	13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	0	3	0	0	0	0	NEU	(forces, Iraq)	Obama: US has stepped up military assistance to Kurdish forces in Iraq	
2	28	4	7	1	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	4	0	0	0	3	2	0	7	1	1	V-POS	(Syrian, Kurds)	Syria conflict: Syrian and Turkish Kurds unite to battle Isis threat - ‘We shoot them like sheep, but next day double the number return’	
6	28	4	11	1	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	4	0	0	1	2	2	2	5	1	1	V-NEG	(Syrian, Isis)	Syria conflict: Syrian and Turkish Kurds unite to battle Isis threat - ‘We shoot them like sheep, but next day double the number return’	
3	28	7	11	1	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	2	2	1	5	1	1	V-NEG	(Kurds, Isis)	Syria conflict: Syrian and Turkish Kurds unite to battle Isis threat - ‘We shoot them like sheep, but next day double the number return’	
4	12	7	12	1	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	2	0	1	1	V-NEG	(Kurds, threat)	Syria conflict: Syrian and Turkish Kurds unite to battle Isis threat	
2	9	1	4	0	0	0	0	1	1	0	1	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	1	1	1	3	0	1	0	0	0	4	1	1	M-NEG	(Portugal, EU)	Portugal could block EU climate deal over connection target	
4	12	2	7	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	2	0	0	1	0	2	3	0	1	V-NEG	(U.S., Israeli)	Unnamed U.S. official’s slur about Israeli leader shows acrimony of relationship	
5	12	2	8	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	2	2	0	1	V-NEG	(U.S., leader)	Unnamed U.S. official’s slur about Israeli leader shows acrimony of relationship	
3	12	3	7	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	2	2	0	0	1	1	1	3	0	1	V-NEG	(official, Israeli)	Unnamed U.S. official’s slur about Israeli leader shows acrimony of relationship	
4	12	3	8	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	2	0	0	0	1	1	1	2	0	1	V-NEG	(official, leader)	Unnamed U.S. official’s slur about Israeli leader shows acrimony of relationship	
6	15	1	8	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	2	1	0	0	4	0	0	NEU	(Obama, Afghanistan)	Obama didn't believe in his own Afghanistan strategy, Robert Gates claims in memoir	
7	10	1	9	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	1	1	2	2	0	0	0	0	3	1	0	1	V-NEG	(Chile, US)	Chile soldiers charged in '86 burning death of US resident	
8	10	1	10	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	2	0	0	0	0	0	4	0	0	1	V-NEG	(Chile, resident)	Chile soldiers charged in '86 burning death of US resident	
6	10	2	9	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	2	0	0	0	1	2	1	0	1	V-NEG	(soldiers, US)	Chile soldiers charged in '86 burning death of US resident	
7	10	2	10	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	3	0	0	1	V-NEG	(soldiers, resident)	Chile soldiers charged in '86 burning death of US resident	
5	7	1	7	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	2	1	0	0	0	0	3	0	0	1	NEU	(Syrian, Israel)	Syrian insurgents attack government-held town near Israel	
2	7	2	5	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	V-NEG	(insurgents, town)	Syrian insurgents attack government-held town near Israel	
